"lon","lat"
-79.081447,-3.972909
-77.5,-0.65
-79.008167,-4.028611
-79.01575,-3.962111
-79.286833,-4.819389
-78.475611,-3.598417
-79.207889,-4.857444
-79.111422,-4.926181
-79.126572,-4.557278
-78.933972,-4.05575
-79.089858,-3.979806
-78.616667,-4.116667
-78.583333,-4.1
-78.683333,-4.2
-78.57074,-3.30571
-78.871442,-5.071207
-77.773611,-5.674722
-75.516667,-10.278889
-75.503972,-10.647361
-76.045886,-9.646986
-76.088605,-9.597388
-75.456528,-10.631083
-77.7306,-5.7164
-77.7053,-5.7627
